County_of_Origin,Period,GenderDescription,AgeClassDescription,Avg_BusUsers_Daily_County_of_Transportation,County_of_Transportation,County_of_Origin_Purchasing_Power_Per_Capita,County_of_Transportation_Purchasing_Power_Per_Capita,percent_dif_OD_PPPC
cascais,Sep-19 to Feb-20,Female,15-24,1.279071285,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-19 to Feb-20,Female,25-34,1.577251454,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-19 to Feb-20,Female,35-44,1.400967095,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-19 to Feb-20,Female,45-54,1.664761893,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-19 to Feb-20,Female,55-64,1.297996432,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-19 to Feb-20,Female,65+,3.4617451010000004,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-19 to Feb-20,Male,15-24,7.804528587,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-19 to Feb-20,Male,25-34,0.511870127,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-19 to Feb-20,Male,35-44,0.753841242,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-19 to Feb-20,Male,45-54,1.185425727,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-19 to Feb-20,Male,55-64,1.411399205,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-20 to Jan-21,Female,15-24,0.605708374,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-20 to Jan-21,Female,25-34,0.8517416720000001,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-20 to Jan-21,Female,35-44,0.774394989,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-20 to Jan-21,Female,45-54,1.15042514,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-20 to Jan-21,Female,55-64,0.593277581,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-20 to Jan-21,Female,65+,2.2459789409999997,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-20 to Jan-21,Male,15-24,2.150850879,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-20 to Jan-21,Male,25-34,0.7667775840000001,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-20 to Jan-21,Male,35-44,0.432398341,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-20 to Jan-21,Male,45-54,0.982785085,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-20 to Jan-21,Male,55-64,0.836811808,loures,122.1,92.3,-0.24406224406224405
cascais,Sep-20 to Jan-21,Male,65+,0.09430206599999999,loures,122.1,92.3,-0.24406224406224405
lisboa,Sep-19 to Feb-20,Female,15-24,3.663669016,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-19 to Feb-20,Female,25-34,2.1027492309999998,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-19 to Feb-20,Female,35-44,1.4267022669999998,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-19 to Feb-20,Female,45-54,1.7010587730000002,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-19 to Feb-20,Female,55-64,3.3633808469999997,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-19 to Feb-20,Female,65+,6.922838735,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-19 to Feb-20,Male,15-24,4.277454037,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-19 to Feb-20,Male,25-34,4.078673585,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-19 to Feb-20,Male,35-44,1.801677956,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-19 to Feb-20,Male,45-54,1.455253585,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-19 to Feb-20,Male,55-64,2.3958175390000003,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-19 to Feb-20,Male,65+,5.751107231000001,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-20 to Jan-21,Female,15-24,0.9352137290000001,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-20 to Jan-21,Female,25-34,1.028005756,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-20 to Jan-21,Female,35-44,0.709668251,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-20 to Jan-21,Female,45-54,1.094513073,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-20 to Jan-21,Female,55-64,1.6627726880000002,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-20 to Jan-21,Female,65+,7.300449285,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-20 to Jan-21,Male,15-24,2.206729963,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-20 to Jan-21,Male,25-34,1.243752331,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-20 to Jan-21,Male,35-44,1.4993843880000002,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-20 to Jan-21,Male,45-54,1.239395246,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-20 to Jan-21,Male,55-64,1.424397715,loures,219.6,92.3,-0.5796903460837887
lisboa,Sep-20 to Jan-21,Male,65+,4.457040482,loures,219.6,92.3,-0.5796903460837887
loures,Sep-19 to Feb-20,Female,15-24,111.8537815,loures,92.3,92.3,0.0
loures,Sep-19 to Feb-20,Female,25-34,38.29143026,loures,92.3,92.3,0.0
loures,Sep-19 to Feb-20,Female,35-44,36.1581093,loures,92.3,92.3,0.0
loures,Sep-19 to Feb-20,Female,45-54,12.92335232,loures,92.3,92.3,0.0
loures,Sep-19 to Feb-20,Female,55-64,11.68129965,loures,92.3,92.3,0.0
loures,Sep-19 to Feb-20,Female,65+,6.5201576260000005,loures,92.3,92.3,0.0
loures,Sep-19 to Feb-20,Male,15-24,5.118574357,loures,92.3,92.3,0.0
loures,Sep-19 to Feb-20,Male,25-34,5.199312454,loures,92.3,92.3,0.0
loures,Sep-19 to Feb-20,Male,35-44,20.01746394,loures,92.3,92.3,0.0
loures,Sep-19 to Feb-20,Male,45-54,34.22928091,loures,92.3,92.3,0.0
loures,Sep-19 to Feb-20,Male,55-64,93.0902103,loures,92.3,92.3,0.0
loures,Sep-20 to Jan-21,Female,15-24,23.11235938,loures,92.3,92.3,0.0
loures,Sep-20 to Jan-21,Female,25-34,24.36537574,loures,92.3,92.3,0.0
loures,Sep-20 to Jan-21,Female,35-44,16.11989314,loures,92.3,92.3,0.0
loures,Sep-20 to Jan-21,Female,45-54,14.91273386,loures,92.3,92.3,0.0
loures,Sep-20 to Jan-21,Female,55-64,43.93261115,loures,92.3,92.3,0.0
loures,Sep-20 to Jan-21,Female,65+,31.07283383,loures,92.3,92.3,0.0
loures,Sep-20 to Jan-21,Male,15-24,12.32432857,loures,92.3,92.3,0.0
loures,Sep-20 to Jan-21,Male,25-34,2.728531864,loures,92.3,92.3,0.0
loures,Sep-20 to Jan-21,Male,35-44,14.46927574,loures,92.3,92.3,0.0
loures,Sep-20 to Jan-21,Male,45-54,37.0054654,loures,92.3,92.3,0.0
loures,Sep-20 to Jan-21,Male,55-64,39.8151009,loures,92.3,92.3,0.0
mafra,Sep-19 to Feb-20,Female,15-24,0.45746243799999997,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-19 to Feb-20,Female,25-34,0.14455357900000002,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-19 to Feb-20,Female,35-44,1.9213086419999998,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-19 to Feb-20,Female,45-54,0.296125829,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-19 to Feb-20,Male,15-24,0.13908313,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-19 to Feb-20,Male,25-34,0.514240261,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-19 to Feb-20,Male,35-44,0.027470871,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-19 to Feb-20,Male,45-54,0.19775795699999998,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-19 to Feb-20,Male,55-64,0.325761931,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-19 to Feb-20,Male,65+,1.447118155,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-20 to Jan-21,Female,15-24,0.280145283,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-20 to Jan-21,Female,25-34,0.118398441,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-20 to Jan-21,Female,35-44,0.817461112,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-20 to Jan-21,Female,45-54,0.127070399,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-20 to Jan-21,Male,25-34,0.028946531,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-20 to Jan-21,Male,45-54,0.167408408,loures,96.3,92.3,-0.04153686396677051
mafra,Sep-20 to Jan-21,Male,55-64,0.275256088,loures,96.3,92.3,-0.04153686396677051
montijo,Sep-19 to Feb-20,Female,35-44,0.903767132,loures,99.2,92.3,-0.06955645161290328
montijo,Sep-19 to Feb-20,Female,45-54,0.46345773100000004,loures,99.2,92.3,-0.06955645161290328
montijo,Sep-19 to Feb-20,Male,25-34,8.306888708999999,loures,99.2,92.3,-0.06955645161290328
montijo,Sep-19 to Feb-20,Male,35-44,3.0000294480000003,loures,99.2,92.3,-0.06955645161290328
montijo,Sep-19 to Feb-20,Male,45-54,10.31193333,loures,99.2,92.3,-0.06955645161290328
montijo,Sep-19 to Feb-20,Male,55-64,3.092874594,loures,99.2,92.3,-0.06955645161290328
montijo,Sep-20 to Jan-21,Female,25-34,0.718224165,loures,99.2,92.3,-0.06955645161290328
montijo,Sep-20 to Jan-21,Female,35-44,4.38146547,loures,99.2,92.3,-0.06955645161290328
montijo,Sep-20 to Jan-21,Female,45-54,0.334217272,loures,99.2,92.3,-0.06955645161290328
montijo,Sep-20 to Jan-21,Male,25-34,1.805982294,loures,99.2,92.3,-0.06955645161290328
montijo,Sep-20 to Jan-21,Male,35-44,3.166016726,loures,99.2,92.3,-0.06955645161290328
montijo,Sep-20 to Jan-21,Male,45-54,7.598867191,loures,99.2,92.3,-0.06955645161290328
montijo,Sep-20 to Jan-21,Male,55-64,1.863583003,loures,99.2,92.3,-0.06955645161290328
montijo,Sep-20 to Jan-21,Male,65+,0.663432346,loures,99.2,92.3,-0.06955645161290328
odivelas,Sep-19 to Feb-20,Female,15-24,1.14832433,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-19 to Feb-20,Female,25-34,0.5489912020000001,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-19 to Feb-20,Female,35-44,0.7775215320000001,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-19 to Feb-20,Female,45-54,2.050781911,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-19 to Feb-20,Female,55-64,0.970626138,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-19 to Feb-20,Male,25-34,1.671690246,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-19 to Feb-20,Male,35-44,2.002074951,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-19 to Feb-20,Male,45-54,2.426035995,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-19 to Feb-20,Male,55-64,2.415446764,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-19 to Feb-20,Male,65+,6.469479187999999,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-20 to Jan-21,Female,15-24,0.081693837,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-20 to Jan-21,Female,25-34,0.474654516,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-20 to Jan-21,Female,35-44,0.295935534,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-20 to Jan-21,Female,45-54,1.274654117,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-20 to Jan-21,Female,55-64,0.453941617,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-20 to Jan-21,Male,15-24,1.381362026,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-20 to Jan-21,Male,25-34,0.668708182,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-20 to Jan-21,Male,35-44,1.017947842,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-20 to Jan-21,Male,45-54,2.135370098,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-20 to Jan-21,Male,55-64,1.431089911,loures,89.3,92.3,0.0335946248600224
odivelas,Sep-20 to Jan-21,Male,65+,4.837801338,loures,89.3,92.3,0.0335946248600224
oeiras,Sep-19 to Feb-20,Female,15-24,3.28093458,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-19 to Feb-20,Female,25-34,0.034675156,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-19 to Feb-20,Female,35-44,0.5326247120000001,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-19 to Feb-20,Female,45-54,1.878335986,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-19 to Feb-20,Female,55-64,5.6472067379999995,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-19 to Feb-20,Female,65+,3.591632213,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-19 to Feb-20,Male,25-34,1.78591487,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-19 to Feb-20,Male,35-44,2.128046375,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-19 to Feb-20,Male,45-54,1.10349839,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-19 to Feb-20,Male,55-64,2.419074745,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-19 to Feb-20,Male,65+,15.1857415,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-20 to Jan-21,Female,15-24,1.1940659009999999,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-20 to Jan-21,Female,25-34,0.709635433,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-20 to Jan-21,Female,35-44,0.767206246,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-20 to Jan-21,Female,45-54,1.3181631,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-20 to Jan-21,Female,55-64,4.321615634,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-20 to Jan-21,Female,65+,6.489910533,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-20 to Jan-21,Male,15-24,1.127754003,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-20 to Jan-21,Male,25-34,1.051098114,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-20 to Jan-21,Male,35-44,1.681594834,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-20 to Jan-21,Male,45-54,0.654503514,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-20 to Jan-21,Male,55-64,1.09677697,loures,156.5,92.3,-0.410223642172524
oeiras,Sep-20 to Jan-21,Male,65+,10.60606229,loures,156.5,92.3,-0.410223642172524
oliveira de azeméis,Sep-19 to Feb-20,Female,25-34,0.032054165,loures,83.1,92.3,0.1107099879663057
oliveira de azeméis,Sep-19 to Feb-20,Female,35-44,0.23879246,loures,83.1,92.3,0.1107099879663057
oliveira de azeméis,Sep-19 to Feb-20,Male,15-24,2.6615564380000003,loures,83.1,92.3,0.1107099879663057
oliveira de azeméis,Sep-19 to Feb-20,Male,35-44,0.028166947,loures,83.1,92.3,0.1107099879663057
oliveira de azeméis,Sep-20 to Jan-21,Female,35-44,0.091338595,loures,83.1,92.3,0.1107099879663057
oliveira de azeméis,Sep-20 to Jan-21,Male,15-24,0.479452139,loures,83.1,92.3,0.1107099879663057
oliveira de azeméis,Sep-20 to Jan-21,Male,25-34,0.09358100400000001,loures,83.1,92.3,0.1107099879663057
oliveira de azeméis,Sep-20 to Jan-21,Male,35-44,0.066343241,loures,83.1,92.3,0.1107099879663057
palmela,Sep-19 to Feb-20,Female,25-34,0.212609625,loures,98.1,92.3,-0.05912334352701323
palmela,Sep-19 to Feb-20,Female,35-44,0.5840266129999999,loures,98.1,92.3,-0.05912334352701323
palmela,Sep-19 to Feb-20,Female,45-54,5.199637432,loures,98.1,92.3,-0.05912334352701323
palmela,Sep-19 to Feb-20,Female,55-64,7.281277599,loures,98.1,92.3,-0.05912334352701323
palmela,Sep-19 to Feb-20,Female,65+,18.49138465,loures,98.1,92.3,-0.05912334352701323
palmela,Sep-19 to Feb-20,Male,35-44,0.11571083900000001,loures,98.1,92.3,-0.05912334352701323
palmela,Sep-19 to Feb-20,Male,45-54,1.266265588,loures,98.1,92.3,-0.05912334352701323
palmela,Sep-19 to Feb-20,Male,55-64,0.131454705,loures,98.1,92.3,-0.05912334352701323
palmela,Sep-20 to Jan-21,Female,15-24,0.660475935,loures,98.1,92.3,-0.05912334352701323
palmela,Sep-20 to Jan-21,Female,35-44,0.432689348,loures,98.1,92.3,-0.05912334352701323
palmela,Sep-20 to Jan-21,Female,45-54,2.193215351,loures,98.1,92.3,-0.05912334352701323
palmela,Sep-20 to Jan-21,Female,55-64,5.799490398,loures,98.1,92.3,-0.05912334352701323
palmela,Sep-20 to Jan-21,Female,65+,9.981320593,loures,98.1,92.3,-0.05912334352701323
palmela,Sep-20 to Jan-21,Male,35-44,0.14370539999999998,loures,98.1,92.3,-0.05912334352701323
palmela,Sep-20 to Jan-21,Male,45-54,0.601937718,loures,98.1,92.3,-0.05912334352701323
paredes,Sep-19 to Feb-20,Female,35-44,0.405759263,loures,79.8,92.3,0.15664160401002508
paredes,Sep-19 to Feb-20,Male,25-34,0.29185263300000003,loures,79.8,92.3,0.15664160401002508
paredes,Sep-19 to Feb-20,Male,35-44,0.105775925,loures,79.8,92.3,0.15664160401002508
paredes,Sep-20 to Jan-21,Female,25-34,0.255422635,loures,79.8,92.3,0.15664160401002508
paredes,Sep-20 to Jan-21,Female,35-44,0.238862805,loures,79.8,92.3,0.15664160401002508
paredes,Sep-20 to Jan-21,Male,35-44,0.06445269299999999,loures,79.8,92.3,0.15664160401002508
paredes,Sep-20 to Jan-21,Male,45-54,0.09090360199999999,loures,79.8,92.3,0.15664160401002508
setúbal,Sep-19 to Feb-20,Female,25-34,0.885856608,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-19 to Feb-20,Female,35-44,0.28092285,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-19 to Feb-20,Female,45-54,1.977253141,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-19 to Feb-20,Female,65+,1.183107764,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-19 to Feb-20,Male,25-34,0.830419838,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-19 to Feb-20,Male,35-44,0.585191869,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-19 to Feb-20,Male,45-54,0.780871254,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-19 to Feb-20,Male,55-64,6.160489044,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-20 to Jan-21,Female,15-24,1.4696511890000001,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-20 to Jan-21,Female,25-34,0.552975079,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-20 to Jan-21,Female,35-44,0.139049557,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-20 to Jan-21,Female,45-54,1.567512705,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-20 to Jan-21,Female,65+,1.451230044,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-20 to Jan-21,Male,25-34,0.5174085979999999,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-20 to Jan-21,Male,35-44,0.262268791,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-20 to Jan-21,Male,45-54,0.60019892,loures,107.5,92.3,-0.14139534883720933
setúbal,Sep-20 to Jan-21,Male,55-64,1.055612969,loures,107.5,92.3,-0.14139534883720933
sintra,Sep-19 to Feb-20,Female,15-24,1.835926364,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-19 to Feb-20,Female,25-34,1.5941234709999998,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-19 to Feb-20,Female,35-44,2.421200012,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-19 to Feb-20,Female,45-54,1.426310357,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-19 to Feb-20,Female,55-64,1.306196691,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-19 to Feb-20,Female,65+,0.7737644990000001,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-19 to Feb-20,Male,15-24,2.357469175,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-19 to Feb-20,Male,25-34,1.166109734,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-19 to Feb-20,Male,35-44,1.270966935,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-19 to Feb-20,Male,45-54,1.6434324740000001,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-19 to Feb-20,Male,55-64,1.864752474,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-19 to Feb-20,Male,65+,0.841898853,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-20 to Jan-21,Female,15-24,1.348231295,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-20 to Jan-21,Female,25-34,0.46121637299999996,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-20 to Jan-21,Female,35-44,1.1145120579999999,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-20 to Jan-21,Female,45-54,0.8241605870000001,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-20 to Jan-21,Female,55-64,1.013677951,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-20 to Jan-21,Female,65+,0.8860084140000001,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-20 to Jan-21,Male,15-24,0.693709402,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-20 to Jan-21,Male,25-34,1.478169773,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-20 to Jan-21,Male,35-44,0.860321928,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-20 to Jan-21,Male,45-54,1.229880839,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-20 to Jan-21,Male,55-64,1.3800441209999998,loures,94.1,92.3,-0.019128586609989343
sintra,Sep-20 to Jan-21,Male,65+,0.380894642,loures,94.1,92.3,-0.019128586609989343
alcochete,Sep-19 to Feb-20,Female,25-34,0.057711295,oeiras,118.8,156.5,0.31734006734006737
alcochete,Sep-19 to Feb-20,Female,45-54,0.051639610999999995,oeiras,118.8,156.5,0.31734006734006737
alcochete,Sep-19 to Feb-20,Male,35-44,0.179542002,oeiras,118.8,156.5,0.31734006734006737
alcochete,Sep-20 to Jan-21,Female,55-64,0.04134991,oeiras,118.8,156.5,0.31734006734006737
alcochete,Sep-20 to Jan-21,Male,35-44,0.190771992,oeiras,118.8,156.5,0.31734006734006737
alcochete,Sep-20 to Jan-21,Male,55-64,0.045272862999999997,oeiras,118.8,156.5,0.31734006734006737
amadora,Sep-19 to Feb-20,Female,15-24,6.937393572,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-19 to Feb-20,Female,25-34,25.50645508,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-19 to Feb-20,Female,35-44,5.561264114,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-19 to Feb-20,Female,45-54,19.83047315,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-19 to Feb-20,Female,55-64,28.67798816,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-19 to Feb-20,Male,15-24,27.08105829,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-19 to Feb-20,Male,25-34,9.949771385,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-19 to Feb-20,Male,35-44,3.2470472710000005,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-19 to Feb-20,Male,45-54,14.56582243,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-19 to Feb-20,Male,55-64,20.45609099,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-19 to Feb-20,Male,65+,38.03264804,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-20 to Jan-21,Female,15-24,12.63953801,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-20 to Jan-21,Female,25-34,9.622659407999999,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-20 to Jan-21,Female,35-44,11.27966932,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-20 to Jan-21,Female,45-54,13.46929772,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-20 to Jan-21,Female,55-64,17.47522749,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-20 to Jan-21,Female,65+,1.7082968,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-20 to Jan-21,Male,15-24,15.25816443,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-20 to Jan-21,Male,25-34,6.205738315,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-20 to Jan-21,Male,35-44,17.06231201,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-20 to Jan-21,Male,45-54,18.72586768,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-20 to Jan-21,Male,55-64,15.52321046,oeiras,100.6,156.5,0.5556660039761432
amadora,Sep-20 to Jan-21,Male,65+,25.76444685,oeiras,100.6,156.5,0.5556660039761432
barreiro,Sep-19 to Feb-20,Female,25-34,1.151602077,oeiras,100.0,156.5,0.565
barreiro,Sep-19 to Feb-20,Female,35-44,1.6153016530000002,oeiras,100.0,156.5,0.565
barreiro,Sep-19 to Feb-20,Female,45-54,1.067731906,oeiras,100.0,156.5,0.565
barreiro,Sep-19 to Feb-20,Female,55-64,4.428054378,oeiras,100.0,156.5,0.565
barreiro,Sep-19 to Feb-20,Female,65+,51.27727498,oeiras,100.0,156.5,0.565
barreiro,Sep-19 to Feb-20,Male,25-34,1.87318767,oeiras,100.0,156.5,0.565
barreiro,Sep-19 to Feb-20,Male,35-44,2.015398469,oeiras,100.0,156.5,0.565
barreiro,Sep-19 to Feb-20,Male,45-54,1.188913326,oeiras,100.0,156.5,0.565
barreiro,Sep-19 to Feb-20,Male,55-64,1.034172727,oeiras,100.0,156.5,0.565
barreiro,Sep-20 to Jan-21,Female,25-34,0.435850535,oeiras,100.0,156.5,0.565
barreiro,Sep-20 to Jan-21,Female,35-44,1.352141385,oeiras,100.0,156.5,0.565
barreiro,Sep-20 to Jan-21,Female,45-54,0.462352241,oeiras,100.0,156.5,0.565
barreiro,Sep-20 to Jan-21,Female,55-64,0.189957295,oeiras,100.0,156.5,0.565
barreiro,Sep-20 to Jan-21,Female,65+,33.01707222,oeiras,100.0,156.5,0.565
barreiro,Sep-20 to Jan-21,Male,15-24,3.599832557,oeiras,100.0,156.5,0.565
barreiro,Sep-20 to Jan-21,Male,35-44,0.575802193,oeiras,100.0,156.5,0.565
barreiro,Sep-20 to Jan-21,Male,45-54,0.23371909600000002,oeiras,100.0,156.5,0.565
barreiro,Sep-20 to Jan-21,Male,55-64,2.7850551660000002,oeiras,100.0,156.5,0.565
cascais,Sep-19 to Feb-20,Female,15-24,14.46185378,oeiras,122.1,156.5,0.2817362817362818
cascais,Sep-19 to Feb-20,Female,25-34,17.83323585,oeiras,122.1,156.5,0.2817362817362818
cascais,Sep-19 to Feb-20,Female,35-44,15.84007201,oeiras,122.1,156.5,0.2817362817362818
cascais,Sep-19 to Feb-20,Female,45-54,18.82267496,oeiras,122.1,156.5,0.2817362817362818
cascais,Sep-19 to Feb-20,Female,55-64,14.67583145,oeiras,122.1,156.5,0.2817362817362818
cascais,Sep-19 to Feb-20,Female,65+,39.14031378,oeiras,122.1,156.5,0.2817362817362818
cascais,Sep-19 to Feb-20,Male,15-24,88.24211168,oeiras,122.1,156.5,0.2817362817362818
cascais,Sep-19 to Feb-20,Male,25-34,5.787473316,oeiras,122.1,156.5,0.2817362817362818
cascais,Sep-19 to Feb-20,Male,35-44,8.523326209,oeiras,122.1,156.5,0.2817362817362818
